"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
2903,18,16507.43592,18036.10432,571.78986,74011.63518,0.00002,36.88921,10.58823
2904,18,16919.61857,1208.28184,179.15401,3957.81654,120.35338,37.60966,19.78777
2905,18,16772.07211,3046.92054,347.76886,40406.4412,0.00002,59.77233,11.48541
2906,18,16748.12452,12079.77438,143.28727,9435.8265,191.33062,54.83302,7.91354
2907,18,16798.10964,4464.26335,92.93904,1701.68177,141.46053,30.71507,10.80347
2908,18,16862.49153,7986.95093,114.0269,1981.63281,152.4701,30.23852,13.38246
2909,18,16941.28786,1194.18715,235.90216,12216.65898,33.44349,40.47697,11.99474
2910,18,16857.32439,3050.97743,344.97321,37303.64878,0.00002,55.76346,11.43842
2911,18,17013.11156,10693.24139,124.42113,4337.51318,141.58987,33.23054,8.0829
2912,18,17038.7372,6881.30977,103.07337,4396.29869,166.13194,50.09829,8.23294
2913,18,17117.58954,12675.53729,138.82888,7088.43699,224.23432,55.93847,10.03413
2914,18,17174.03882,19295.98781,133.11207,2610.0707,138.28175,32.79643,14.77876
2915,18,17222.3867,8938.33917,121.97248,2350.47834,160.23571,31.675,13.43388
2916,18,17300.07259,2544.01943,101.39176,1838.46744,151.60054,38.25754,14.45096
2917,18,17445.42717,14771.74751,222.09085,14055.68256,132.90522,52.45302,11.91502
2918,18,17400.70155,17232.76703,112.24149,2571.84504,221.7921,36.51771,12.04879
2919,18,17503.27042,4671.34641,128.27291,3257.60647,125.46534,36.57889,12.31732
2920,18,17532.34674,15598.4474,149.36128,7028.81537,215.58051,55.50395,11.54493
2921,18,17490.51065,16150.83973,88.81818,1623.08104,245.98663,43.70141,14.51695
2922,18,17553.92677,12716.86511,125.9801,7740.47307,233.12369,59.29464,8.09965
2923,18,17681.70938,3171.66664,105.62499,1447.52004,145.50347,32.76189,16.98837
2924,18,17644.66968,11375.0972,114.72519,3508.5945,186.46169,45.38299,11.39521
2925,18,17650.88737,15190.83593,107.91962,7597.58172,342.03027,61.17039,6.36223
2926,18,17639.05328,19760.64149,106.91632,1519.9411,134.08078,29.46972,14.98859
2927,18,17759.10537,18434.85824,92.47331,2669.58622,227.97035,51.0862,11.15618
2928,18,17845.99006,8806.61771,99.60728,2373.93715,182.94285,32.31583,9.32616
2929,18,17772.30452,13766.49072,138.66279,7443.30083,258.31496,47.58655,8.19571
2930,18,17803.71636,16697.46095,106.03339,4617.35617,272.98646,61.78592,10.09194
2931,18,17754.68461,18852.31116,223.40361,9001.06056,116.43416,29.79724,10.90734
2932,18,17996.55945,15696.59655,157.99662,2450.35497,309.93221,61.56468,40.36328
2933,18,17966.8169,1395.33976,85.71928,746.1901,131.46553,25.31365,17.27995
2934,18,18020.84563,2207.62842,144.8574,1628.40999,142.21447,31.84109,26.78821
2935,18,18053.51235,10523.9136,101.99321,1503.95381,176.79058,39.47715,18.32885
2936,18,18148.74988,5795.53586,108.28805,1929.22999,171.46835,31.09314,12.80897
2937,18,18006.93423,15694.22084,159.10384,1609.61982,337.24371,54.19738,54.78871
2938,18,18058.11067,17762.71178,134.8407,4442.54098,195.52453,43.94603,11.90555
2939,18,18174.39695,3756.92154,107.06174,2156.45239,148.34538,37.06749,13.28119
2940,18,18192.12869,6164.40637,99.25713,3231.5837,195.33139,31.88551,6.82908
2941,18,18228.43842,13934.66268,86.85719,3147.65936,307.97281,57.55168,9.48734
2942,18,18305.34224,9076.60928,130.73301,2593.38183,185.28371,34.623,15.13083
2943,18,18307.53286,11766.48306,109.57746,6731.71776,217.67619,48.6428,5.94894
2944,18,18229.64665,15073.56943,94.76925,3541.79866,392.32935,78.1723,13.33228
2945,18,18136.97989,15245.61132,405.35901,78713.88788,0.34317,80.97251,10.79309
2946,18,18465.69105,14378.28345,99.91559,4003.21781,326.75615,61.18031,10.29076
2947,18,18529.49141,7132.20035,113.09548,1740.86657,181.13801,34.24065,16.81332
2948,18,18563.33671,4240.32974,111.8357,1600.90405,132.29105,36.5368,19.01794
2949,18,18683.14146,3659.51866,152.32472,2214.91116,104.16167,25.74567,17.80721
2950,18,18596.7085,8907.32001,225.2145,10134.2712,106.93867,34.25406,11.24368
2951,18,18639.47047,16260.13392,81.22004,1669.41899,349.7349,56.57416,15.37965
2952,18,18771.02777,2587.13994,226.68363,12308.05868,95.95078,50.66555,13.65793
2953,18,18771.65501,2648.61713,196.53755,10123.81217,104.91821,45.98339,11.43692
2954,18,18975.02511,13499.16754,145.07376,3772.87598,226.94771,51.10202,18.58017
2955,18,19065.78379,5707.45534,92.27842,1406.85039,197.72378,45.72995,18.72608
2956,18,19036.85081,8010.48054,144.73144,2608.23005,117.04853,31.4997,16.68096
2957,18,19204.93686,7484.67513,164.36597,3312.61845,138.42572,34.4935,18.3653
2958,18,19201.83456,9336.51784,232.54498,11102.81558,84.43881,38.79718,12.3021
2959,18,19112.35755,14500.38691,278.66759,34716.02117,37.87595,55.58679,8.08501
2960,18,19067.21031,16172.46802,419.29023,52113.90187,0,34.65119,7.72596
2961,18,19271.00557,4970.49161,196.37446,3998.01323,88.0467,30.31951,19.0213
2962,18,19242.72412,14006.29192,122.08243,5450.01728,208.27706,58.21442,10.56343
2963,18,19173.16351,18018.62008,143.35604,2660.85456,150.94739,41.52475,20.94356
2964,18,19335.57646,1778.61656,61.16166,504.73378,102.55161,17.11086,9.8293
2965,18,19403.46328,11944.4149,172.03411,3701.48105,130.27194,40.51259,20.99698
2966,18,19350.57836,18762.19529,96.93338,3540.80549,150.7477,43.62235,7.96912
2967,18,19442.53941,16627.93193,131.67921,4029.6129,246.23152,49.80808,14.11343
2968,18,19536.57952,6471.44929,102.46105,2242.11441,218.38726,52.8741,16.55712
2969,18,19493.50459,9288.32197,163.97256,6272.13392,97.82992,38.23959,10.8237
2970,18,19772.97654,6122.31127,425.93393,49326.29318,0,45.06158,10.71238
2971,18,19667.09273,16743.44847,219.52758,10140.23495,90.61904,33.91275,10.60229
2972,18,19826.56507,6278.67992,328.16613,22349.44693,62.99221,36.43369,11.42088
2973,18,19954.21379,7238.03819,222.49697,5392.02942,96.67879,30.45101,18.14765
2974,19,2869.1209,14462.86425,132.37889,1900.35841,84.43705,20.03905,12.58534
2975,19,2914.13409,8374.62258,153.3312,4989.67763,112.63731,43.97369,13.58317
2976,19,3426.15064,19046.04701,79.72436,755.80041,93.79182,22.49423,13.43453
2977,19,3489.59845,6547.62772,128.10266,5291.36405,91.14905,35.95652,7.58013
2978,19,3954.60177,5909.4088,77.17398,965.90029,112.41465,20.9924,9.45435
2979,19,4169.27251,11912.67576,320.13981,22094.49553,0.00001,33.48366,10.17877
2980,19,5016.02739,9139.90326,126.15606,5704.92409,117.17445,45.33564,8.48389
2981,19,5248.79209,9668.53414,117.63811,2586.21236,154.34479,34.66618,12.45611
2982,19,5365.84328,17735.37034,104.66803,1070.39545,98.5165,24.65027,17.11924
2983,19,6302.28039,16395.06278,128.29873,2873.86529,94.33755,25.8934,10.10103
2984,19,6422.83237,15211.22588,98.39848,901.87277,117.55756,29.70796,21.5386
2985,19,6502.859,9907.46983,40.44353,308.81814,145.33815,25.74107,11.84145
2986,19,6630.35592,8238.7062,106.45051,2696.59523,116.38611,39.78367,11.30428
2987,19,6798.90067,15717.01356,106.16281,1985.42196,135.26571,22.61819,8.99964
2988,19,6855.29731,12068.77516,138.8869,1447.98633,104.80875,29.25551,25.55739
2989,19,6989.78756,14909.31099,103.69517,2861.08363,110.69733,32.48573,8.43436
2990,19,7620.72504,5337.92655,98.75199,3397.67573,131.73981,32.68082,6.59712
2991,19,7749.4243,12982.35304,108.17548,1306.09393,98.40463,23.94507,14.60934
2992,19,8042.20801,16721.93865,131.4904,3371.37763,82.56582,28.41476,9.87578
2993,19,8119.45588,12356.15952,56.09661,398.11993,119.86778,26.64679,15.93486
2994,19,8260.5462,1255.8784,91.35361,741.48607,102.20833,27.30375,20.97833
2995,19,8341.58089,3472.16862,108.09414,3006.70793,121.27216,31.39845,8.41277
2996,19,8673.3956,10396.30729,389.18732,30688.00262,2.88013,29.39327,9.5703
2997,19,8835.62125,2525.03814,99.47945,2918.13372,138.28465,33.97424,7.99539
2998,19,8961.15176,4815.21249,106.60609,3856.19384,117.14068,33.61128,6.88671
2999,19,8927.88888,13077.73393,129.97735,4627.95974,108.28416,30.45903,7.61574
3000,19,9292.18773,1224.06603,93.91823,1776.49912,117.4302,36.37864,12.36956
3001,19,9575.18938,12202.48846,115.15132,4155.38398,119.18429,38.3752,8.32624
3002,19,9699.38064,9598.33042,108.28226,2630.48305,114.31814,29.10084,8.94848
3003,19,9994.56293,11409.57476,106.95857,3476.36607,131.15055,38.4026,8.63267
3004,19,10128.5916,2032.45353,105.23675,2526.34624,122.85909,34.31179,10.26536
3005,19,10675.15389,2129.23775,142.45796,2866.89126,103.43288,33.07953,15.46341
3006,19,10955.31572,14118.44947,99.86314,2012.88182,111.39074,29.45334,10.08039
3007,19,11038.87782,9765.18617,112.66311,3872.82555,125.59174,35.28148,7.923
3008,19,11230.15438,3663.68414,98.56171,2425.94285,124.02323,28.19406,7.92502
3009,19,11238.44946,17286.47304,104.79543,2987.97418,99.26558,27.04156,7.00819
3010,19,11290.69819,4857.40626,106.84544,4200.3579,134.34305,33.99891,6.44357
3011,19,11300.46496,11003.08635,103.40713,6083.55773,130.01338,42.90315,5.26488
3012,19,11596.14073,9201.25491,218.57119,24372.57269,1.73804,86.74014,10.92884
3013,19,11639.07775,12186.53409,163.31044,3267.78857,109.93251,28.67506,15.4234
3014,19,11782.53978,4341.01397,112.90766,3205.12824,125.56716,36.98123,9.96143
3015,19,12196.85972,16355.18339,96.11341,2782.6955,124.03915,25.13326,6.03726
3016,19,12298.93116,9992.50622,90.41463,1542.56123,133.12493,30.86935,11.34909
3017,19,12249.03781,12818.22751,96.42167,7501.70224,173.2994,53.30134,4.62229
3018,19,12362.66259,2353.62122,89.90026,1557.28141,138.12293,34.34928,12.29559
3019,19,12393.08632,17469.98218,108.35692,2121.34182,103.46801,24.1568,9.29813
3020,19,12429.14391,8427.37911,94.518,3442.07305,140.33181,43.88815,7.86567
3021,19,12507.03728,19308.13596,124.58132,1425.43415,96.0172,25.71409,18.6668
3022,19,12678.72508,6085.85619,112.32936,1863.96597,124.10755,32.31729,14.70128
3023,19,12857.89987,4826.92123,95.12212,3350.3558,147.68601,36.69101,6.93229
3024,19,12790.56592,13256.02425,114.34658,2549.21756,123.15097,31.10384,10.83003
3025,19,12896.03744,10233.1893,107.75967,3068.36097,138.57416,33.9892,8.8184
3026,19,13182.28347,5403.38179,88.59023,1816.48902,164.60519,39.63822,11.79762
3027,19,13419.60046,5982.82091,96.40995,5816.88822,186.15743,41.53705,4.70927
3028,19,13478.35941,14075.02229,121.52848,6839.71908,115.50274,46.60425,6.81709
3029,19,13522.41095,6919.74183,90.66997,4136.98255,158.0207,46.7647,6.48307
3030,19,13706.85093,11895.35484,102.11917,1720.52238,153.37503,34.77187,14.26649
3031,19,13889.21309,1361.33417,144.02373,2288.16649,122.0384,33.07108,19.67561
3032,19,13893.6675,2972.39202,173.60465,12036.77376,125.40797,62.21137,10.1496
3033,19,14076.48595,15032.32453,224.6449,9811.12769,119.01746,43.28784,14.41013
3034,19,14089.69176,2010.77172,89.76701,5403.26973,186.48125,59.05297,6.10838
3035,19,14004.06132,3023.55074,193.55928,13634.38744,130.68751,71.73851,12.71668
3036,19,14242.36648,14704.18078,133.42449,7112.12066,221.75762,79.07352,12.94532
3037,19,14234.54084,19150.28055,79.71642,1196.6647,129.22842,29.38457,11.04846
3038,19,14208.9228,1275.2449,159.57256,4812.53857,98.7658,35.03434,12.23926
3039,19,14245.63753,7161.09941,96.89008,4930.20433,158.43853,43.92431,5.837
3040,19,14380.14474,13768.31921,98.91701,3222.11113,144.28324,38.39774,8.04852
3041,19,14396.77759,17491.21823,123.35523,2576.65753,102.41229,35.92493,14.13251
3042,19,14416.71379,12854.40089,218.49374,8740.5485,106.09281,33.45917,11.97693
3043,19,14537.82844,14616.87207,82.67939,4302.91763,270.56051,105.24232,11.42314
3044,19,14549.34569,2211.91354,137.84045,5242.72355,144.79074,50.93564,12.15551
3045,19,14644.46075,7443.34175,147.0128,4142.77436,119.93637,34.37367,11.9015
3046,19,14721.89701,10590.34194,101.73361,1188.51601,115.88992,23.43242,14.00959
3047,19,14760.38255,3833.56871,100.45059,5795.69374,193.40934,51.72335,6.19648
3048,19,14859.19662,3105.37821,104.90426,2688.65925,153.21849,39.41062,10.93614
3049,19,14857.41192,8896.01648,104.67657,4627.16526,146.71125,32.55945,5.46189
3050,19,14927.09478,18848.21412,103.45939,1444.28911,114.86143,28.70763,14.45987
3051,19,14979.9227,4865.32867,104.7606,3890.13634,218.45774,83.30016,15.60466
3052,19,15038.18324,14261.33983,104.48489,4405.63084,173.8563,57.98181,9.67426
3053,19,15102.73603,16190.31042,45.37881,441.00181,166.29518,36.12627,13.67831
3054,19,15245.64718,3298.92366,70.84372,1621.18079,208.19682,40.42185,9.00286
3055,19,15105.81107,4962.59528,257.49445,16392.36667,110.98004,49.85047,13.00616
3056,19,15497.66108,16453.32933,72.90458,502.52327,174.02545,33.78136,25.03546
3057,19,15510.81363,18096.83365,107.48584,2536.68478,117.13529,37.90403,11.66871
3058,19,15508.80853,3309.51706,398.78623,40324.62149,0,57.91399,14.59315
3059,19,15917.70661,11499.75065,67.48892,714.60188,176.62878,46.23959,20.92317
3060,19,15749.27126,3618.04178,135.98307,6679.39961,182.87587,62.24249,11.3253
3061,19,15836.26273,15028.30383,164.88722,10522.26553,221.79594,69.6611,11.69375
3062,19,15901.96181,4379.1134,275.34303,10666.39025,80.90354,33.40364,15.3828
3063,19,15826.89793,14894.76773,131.76596,3436.78057,257.97595,63.29167,20.86598
3064,19,15985.10463,11451.5753,87.51933,894.52672,185.4123,44.24672,25.70073
3065,19,15960.12064,15309.37183,180.84147,10407.0463,170.23492,58.07005,11.853
3066,19,16155.83714,9681.32518,105.35247,5113.90664,170.08393,40.08174,6.03929
3067,19,16229.49621,10764.95684,102.55715,3093.16205,196.14753,48.44835,11.12315
3068,19,16219.25035,13112.86766,107.68229,4653.14128,182.65788,46.58102,7.89316
3069,19,16306.70851,14429.76358,85.15937,5879.74075,231.28951,51.10687,4.49567
3070,19,16294.67275,4012.02108,126.15633,4511.06369,139.35219,43.19819,10.17886
3071,19,16439.49954,8761.15648,192.75184,12080.18622,132.56003,78.93559,15.60293
3072,19,16613.72577,12057.9454,213.91495,7458.03483,141.99445,40.3636,16.03259
3073,19,16489.91159,8558.17622,95.69576,4262.04112,222.34728,61.24755,8.94542
3074,19,16564.40064,2676.01828,107.97571,6163.21351,174.43251,64.57837,8.21241
3075,19,16633.27798,17916.34931,125.88274,1277.89454,173.42727,33.83817,27.57823
3076,19,16665.18121,6445.02153,196.77269,3322.0942,110.87793,33.01059,24.84986
3077,19,16754.06286,12057.6904,90.5789,1830.58075,219.2167,40.71488,12.50662
3078,19,16926.93184,4939.1406,95.1595,1064.85333,147.98154,32.19286,18.58193
3079,19,16888.44407,8020.54194,112.79427,3036.85004,140.39917,35.08266,9.97354
3080,19,16897.02937,1205.34153,197.33285,6845.34395,79.70163,35.28788,13.1293
3081,19,16909.18843,3014.11348,248.57265,15408.60077,70.24998,54.5407,14.07024
3082,19,17064.57196,6964.03653,141.89581,5173.48043,153.14441,49.56605,12.67906
3083,19,17009.60768,10732.89338,223.02228,7817.10753,124.9717,33.05844,13.72569
3084,19,17209.19077,8935.6883,96.96574,2008.09846,233.43036,47.01394,14.86259
3085,19,17186.39005,19357.55857,128.7281,1652.16617,123.16314,29.80124,19.78296
3086,19,17328.80251,2526.69266,85.53001,2007.62662,162.62384,37.12858,9.45248
3087,19,17256.28735,7056.10068,231.05478,15452.3846,75.95404,63.07377,14.00558
3088,19,17369.98316,14700.08311,105.65326,2434.00103,223.46648,53.93188,16.48984
3089,19,17385.46087,17241.446,94.88475,2511.22348,217.31269,44.0801,10.79245
3090,19,17495.50722,4667.12767,112.89845,2376.80186,141.73128,38.82909,13.93907
3091,19,17538.74849,8620.93209,205.17766,10185.22171,190.01281,60.74438,16.15477
3092,19,17440.22472,9765.42893,110.17436,1017.33317,191.62424,37.47155,29.60872
3093,19,17487.72925,15636.00722,100.39009,3757.77965,270.30299,50.36224,9.1767
3094,19,17510.80962,16160.371,137.15675,3408.7211,257.06656,61.10127,21.95147
3095,19,17661.11568,13762.99587,210.88407,17739.39348,119.11482,63.39511,10.29041
3096,19,17616.65126,11356.30177,132.47167,3655.76687,183.58902,44.41695,14.06902
3097,19,17676.42594,15248.71184,86.601,3822.13813,287.65481,59.06785,8.00528
3098,19,17642.57385,19766.26193,154.77233,2508.13777,107.28188,27.14504,17.099
3099,19,17703.60537,3092.05762,97.67953,819.24045,138.22397,29.09103,22.87963
3100,19,17760.11272,18432.13035,124.65938,3029.16624,224.46941,38.15625,13.03731
3101,19,17742.17016,8756.86746,182.60828,9199.89176,181.46976,65.82808,15.396
3102,19,17827.49349,16677.70034,129.00397,6877.05547,251.7238,66.56874,10.62016
3103,19,17763.51164,18809.61614,154.3579,2242.04609,166.46512,40.19919,27.70575
3104,19,17961.94843,1414.8664,165.78763,2414.19569,97.04036,28.5397,21.226
3105,19,17997.89028,14728.11676,99.62499,1445.73487,302.41198,45.01116,20.70401
3106,19,18043.3107,10492.24019,72.30904,1241.51305,200.16231,42.12868,12.56968
3107,19,18067.81061,17752.06723,102.29698,5521.03129,232.86137,55.28743,7.14172
3108,19,18157.32235,5807.6234,150.20137,3901.94149,136.54131,43.45212,16.42497
3109,19,18098.17736,15772.8803,79.03519,1063.44435,352.51037,55.50023,22.41686
3110,19,18160.3089,3791.62424,88.4569,1407.30627,177.72442,38.1304,14.54174
3111,19,18196.16954,6157.96379,112.61325,6042.95181,181.19193,56.40186,7.96547
3112,19,18273.72,9106.18141,87.41655,2265.62904,220.97855,50.03881,11.58198
3113,19,18316.76864,11773.28056,112.18258,6469.93529,232.52182,62.73663,8.18414
3114,19,18260.83862,13950.94922,74.55342,1815.98297,293.42218,60.07782,12.8525
3115,19,18296.86069,15227.99295,158.69755,5920.8404,232.73514,64.00594,17.63331
3116,19,18361.92774,16509.57727,93.78683,798.53569,325.56112,55.66699,40.99875
3117,19,18454.72412,14380.61143,98.88652,4199.68006,320.68066,55.55091,8.78772
3118,19,18436.94973,6966.94293,270.90259,6504.83292,137.18257,33.82687,24.4872
3119,19,18500.91227,17094.3934,81.31284,1074.57845,255.13966,49.30809,20.81913
3120,19,18491.72102,18440.00791,135.94714,2900.0468,131.614,34.72509,14.65253
3121,19,18556.9912,4224.81665,107.18241,1066.28107,136.12465,31.2027,22.47503
3122,19,18507.30815,8965.68418,383.29734,39533.39403,0.74246,44.39178,10.67595
3123,19,18501.33163,14807.10761,324.56864,43254.62581,0.00001,58.73998,9.23785
3124,19,18634.66958,1951.20507,109.76076,4215.5152,156.81508,49.60959,9.54669
3125,19,18621.33334,16224.23637,258.39479,15994.10597,218.92073,64.09075,17.11062
3126,19,18671.33004,3682.04451,133.32222,2321.61685,96.65537,27.46083,14.05369
3127,19,18765.72215,2663.97135,269.43955,20143.86,42.95151,39.97427,9.42599
3128,19,18826.81674,11283.59367,101.35426,2554.50807,176.62611,34.39261,9.50096
3129,19,18807.78614,17346.45692,153.92965,3754.57148,175.74233,43.48526,17.8934
3130,19,19033.4341,5750.66661,167.26717,3152.20348,164.41922,36.63282,21.13085
3131,19,18960.25222,13504.06151,199.31559,9630.71171,164.35509,41.25325,11.12993
3132,19,19066.81886,5612.9701,204.53055,6099.33011,115.40905,37.13907,16.52654
3133,19,19170.59022,6932.29013,321.45858,15289.63033,96.26405,37.03943,16.12978
3134,19,19095.79832,7998.01321,84.98975,856.85283,125.18253,20.64623,12.34608
3135,19,19161.0403,9352.72921,146.22715,3639.95917,144.32144,37.53041,14.51653
3136,19,19111.56776,14510.27464,327.4525,46341.43187,2.30498,61.18636,9.13454
3137,19,19111.15974,16190.31248,365.58476,45231.40848,0,45.58358,8.76562
3138,19,19207.32206,4978.88233,130.81612,1560.87616,122.98253,33.2585,23.96653
3139,19,19218.74974,6904.28363,418.12951,34723.28154,41.42323,33.5762,11.02108
3140,19,19240.41396,12533.43495,125.37398,1556.07337,139.06823,35.82521,23.82311
3141,19,19236.6568,13997.31486,131.32263,5571.15608,213.62619,48.3149,9.93814
3142,19,19375.74885,1766.68269,130.17659,2073.40391,71.61666,26.71474,14.60982
3143,19,19357.78356,18758.26264,114.82692,3724.66497,133.33822,45.64647,10.82792
3144,19,19431.90373,10401.11732,121.96675,2270.29329,113.28494,32.57147,14.26286
3145,19,19433.55562,11960.9652,185.33827,4452.09154,102.84748,29.30906,14.84497
3146,19,19344.20882,16130.75829,185.96491,7054.97097,111.39574,35.29663,11.386
3147,19,19447.20264,16614.38657,103.02473,2750.27133,258.66168,59.20692,15.26589
3148,19,19552.2923,6456.7652,113.07293,2493.11458,254.89824,58.57698,19.84064
3149,19,19458.63147,9279.97205,202.18745,6951.15958,67.69977,30.63919,11.87132
3150,19,19763.50478,6141.57807,210.0332,7257.93048,124.30123,35.08453,13.90495
3151,19,19681.5682,16853.38254,357.83047,29966.68947,0,40.40768,11.19424
3152,20,2009.95348,15696.43218,136.71544,1446.93043,99.7362,25.81995,22.01588
3153,20,2887.52418,8343.81471,91.38621,2181.62801,151.69586,33.08147,8.84038
3154,20,2854.69189,14512.36273,101.67946,2643.21026,119.37728,27.332,7.51932
3155,20,3253.41383,8442.09105,101.06448,2984.69172,154.46725,38.21578,8.96936
3156,20,3485.58676,6560.21182,109.92519,4328.84044,112.56605,32.14358,6.27384
3157,20,3933.13745,5943.5511,145.93628,1957.61695,103.09851,23.78913,17.18305
3158,20,4308.55185,12049.43279,129.16645,4286.65923,181.85838,47.28983,12.18566
3159,20,5022.29227,9135.07502,116.39302,5516.89586,143.58868,43.82786,7.31094
3160,20,5237.81171,9647.28613,103.5141,1873.55834,175.93365,40.36404,15.51834
3161,20,5339.48641,17700.76436,100.31621,1440.13912,101.81894,24.29771,11.74467
3162,20,6250.62479,9979.07771,357.79503,25358.17528,26.8486,30.30271,10.06126
3163,20,6158.21236,12210.01408,74.43808,1361.40247,125.70977,26.64241,7.93661
3164,20,6301.19415,16377.1511,125.03061,2964.62153,102.8622,28.80713,10.30073
3165,20,6415.07796,10044.64569,344.22792,28762.02101,0.00002,34.58514,9.35064
3166,20,6641.57659,8259.44838,110.38518,2674.36567,133.23225,33.86208,10.48226
3167,20,6805.5642,15721.91124,94.97308,2000.09015,142.03323,30.33197,9.51239
3168,20,6891.43665,17149.81331,145.13081,1531.5543,104.34651,23.2741,21.13928
3169,20,6974.19711,14909.42975,97.6062,2421.70342,124.15311,30.20149,8.29537
3170,20,7036.49415,10455.48138,108.25034,1369.36509,129.64577,24.58759,14.3235
3171,20,7489.35932,4448.1089,101.69976,2593.61659,129.91516,26.0683,7.34587
3172,20,7617.49179,5314.88419,119.54241,5926.96034,116.94403,39.0157,6.45028
3173,20,7754.32699,13006.18409,126.63207,2172.35423,105.29217,34.45732,16.85784
3174,20,8089.19598,7465.22004,228.68176,7562.39464,88.20961,33.34035,14.99555
3175,20,8094.74764,12303.51502,80.20418,632.84978,114.87581,19.39097,14.05241
3176,20,8259.14473,1287.48752,96.40857,837.519,106.80269,21.63586,16.52201
3177,20,8345.89881,3473.80462,94.98584,2392.9497,134.63678,27.1472,7.26988
3178,20,8554.40515,15599.83104,183.58682,2719.81613,113.57219,30.51623,24.51293
3179,20,8847.80235,2521.55638,90.13061,961.11976,125.99819,23.33389,13.73598
3180,20,8917.52882,13077.50004,119.54721,4064.02905,117.11232,34.31632,8.2274
3181,20,8967.65926,4800.21221,108.73077,3602.13672,127.44103,34.20451,7.73549
3182,20,9291.18393,1219.67483,107.54186,1331.76438,105.59089,27.48628,16.13214
3183,20,9579.73272,12209.66405,97.05911,3411.84002,132.51154,44.79907,8.48633
3184,20,9983.90383,11419.04704,124.04858,4253.23206,115.45217,39.48311,9.59783
3185,20,10112.37362,2043.28513,142.85906,4593.09287,94.4833,31.02957,9.28961
3186,20,10505.24373,8148.59001,144.76541,2394.53749,118.77776,30.13493,17.39148
3187,20,10904.5134,12630.34335,106.32819,1084.06343,108.13101,21.51316,15.33692
3188,20,11236.41879,17270.46787,120.91001,3108.54479,110.44121,29.29149,9.39565
3189,20,11288.33772,4859.69389,92.56009,4852.9277,153.38616,32.70001,4.22985
3190,20,11285.60311,10998.03449,94.28992,5148.76142,156.44125,42.34262,5.16373
3191,20,11619.61314,7564.34587,95.30002,10111.32102,170.81929,67.03343,4.19067
3192,20,11645.57267,9217.87747,129.96051,9703.59557,153.73237,73.99904,8.50735
3193,20,11773.04465,4353.82831,95.86613,3013.64651,154.62889,39.0702,8.23754
3194,20,12242.12228,12831.35361,118.87439,10148.21772,118.67341,54.89192,5.21015
3195,20,12189.50226,16326.02331,93.87912,4046.85445,133.83611,39.01794,5.98141
3196,20,12294.09985,9982.50289,97.95033,1473.80164,134.79223,29.11027,12.99108
3197,20,12275.89253,12117.1889,116.10577,4169.71604,163.57638,31.39635,7.02675
3198,20,12427.61994,8427.01386,114.35159,5136.9192,134.03746,40.41892,7.03572
3199,20,12430.57735,17472.28948,194.55473,6601.57617,50.51457,28.63974,10.89583
3200,20,12673.34745,6071.96625,109.16646,4965.06607,140.46395,36.08251,6.03042
3201,20,12855.33403,4818.72453,104.4033,4715.52595,139.64766,46.27335,7.31648
3202,20,12875.22162,10222.50751,103.26513,2921.90925,144.07025,29.8046,7.59425
3203,20,13408.24291,12643.17507,92.32409,746.74143,153.03436,30.87401,23.90124
3204,20,13508.7817,6923.16639,102.43487,6951.70288,152.39663,56.82138,5.88032
3205,20,13504.62221,14159.14663,150.95234,8185.94486,112.09927,56.45264,10.31508
3206,20,13709.37585,11885.41856,60.23449,987.43427,175.87335,36.52423,10.00891
3207,20,13938.19177,1333.86583,294.23123,15275.80173,35.22552,36.43165,13.38434
3208,20,13910.27495,3020.11945,214.12368,31950.01112,1.76444,98.85267,9.12914
3209,20,13874.23606,7599.1158,99.62615,4254.20777,186.4366,36.39238,5.96377
3210,20,14099.33279,2027.83237,95.63622,6570.01328,200.14481,58.04244,5.58624
3211,20,13940.97952,3011.56475,180.84589,15905.542,182.27744,98.59138,13.04815
3212,20,14241.5922,7173.73397,95.96818,4017.56008,157.93892,45.68027,7.23139
3213,20,14209.47576,9754.83831,111.33417,2033.56573,136.69585,33.48198,13.73731
3214,20,14231.08491,12659.28615,107.70883,8750.94331,223.78774,76.38546,6.81244
3215,20,14277.48506,14686.13704,159.76681,10138.02873,183.59559,81.03696,13.21959
3216,20,14272.97754,19123.16929,92.60612,1897.37119,126.49399,31.79013,9.97924
3217,20,14358.47989,13775.7272,88.19404,2964.7023,178.57237,41.76069,7.65261
3218,20,14409.52344,17503.30138,90.72665,1919.47536,123.94758,28.85967,8.71127
3219,20,14533.54926,9348.97648,93.83485,2514.50186,167.70666,28.76952,7.14607
3220,20,14575.16253,2210.51963,95.47893,3289.12382,175.87047,52.92293,9.98222
3221,20,14523.95664,14614.62802,122.7537,7789.90276,201.89616,83.62555,10.65674
3222,20,14660.23015,7429.17333,114.83565,4438.36548,140.97657,45.45398,9.09783
3223,20,14742.50882,3822.03162,109.38829,7106.95175,171.33875,45.10006,5.2599
3224,20,14856.00079,3072.89008,91.40309,2787.02308,164.90575,42.64939,8.83402
3225,20,14850.10178,8902.58051,106.98488,4207.47867,160.69349,43.34532,8.03869
3226,20,14907.3355,18839.33897,82.89821,1607.49106,137.84537,25.46775,7.86067
3227,20,14931.49874,4796.80407,149.64869,6707.67689,157.69511,69.36912,15.05352
